nonStereoSMILES,descriptors,alcoholic,burnt,citrus,earthy,green,mint,odorless,phenolic,spicy,sulfurous,sweet,woody
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=[Si]([O-])[O-].[Mg+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=S1(=O)N=C([O-])c2ccccc21.O=S1(=O)N=C([O-])c2ccccc21.[Ca+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=P([O-])([O-])[O-].[K+].[K+].[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(=O)OCC(CO)OC(C)=O,alcoholic,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)=CCCc1ccoc1,woody,0,0,0,0,0,0,0,0,0,0,0,1
O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
[Mg+2].[OH-].[OH-],odorless,0,0,0,0,0,0,1,0,0,0,0,0
N#CC=Cc1ccccc1,spicy;sweet,0,0,0,0,0,0,0,0,1,0,1,0
CCOC(=O)c1ccc(O)c(O)c1,phenolic,0,0,0,0,0,0,0,1,0,0,0,0
C=CCCCCCC=C,citrus,0,0,1,0,0,0,0,0,0,0,0,0
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCCCOC(=O)C1CCCCC1,green,0,0,0,0,1,0,0,0,0,0,0,0
O=C1CCC=C1O,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
CC(=O)C(=O)c1cccs1,woody,0,0,0,0,0,0,0,0,0,0,0,1
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC9C(CO)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
NC(CCC(=O)[O-])C(=O)[O-].[Ca+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1=C(O)C(=O)CC1C,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
CC(C)=CCCC(C)CC=NO,citrus;sweet,0,0,1,0,0,0,0,0,0,0,1,0
CC1=C2CCC(C)C2CC(C(C)(C)O)CC1,spicy,0,0,0,0,0,0,0,0,1,0,0,0
C=C1CCCC2(C)CCC(C(C)(C)O)CC12,green;woody,0,0,0,0,1,0,0,0,0,0,0,1
CCCCc1ncsc1C,green,0,0,0,0,1,0,0,0,0,0,0,0
C=CCc1cc2c(cc1OC)OCO2,spicy,0,0,0,0,0,0,0,0,1,0,0,0
CC(C)C1C=C2CCC3C(C)(CO)CCCC3(C)C2CC1,woody,0,0,0,0,0,0,0,0,0,0,0,1
C=C(CCC=C(C)C)C1CC=C(CCC=C(C)C)CC1,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(C)CC(=O)OC1C2(C)CCC(C2)C1(C)C,green;woody,0,0,0,0,1,0,0,0,0,0,0,1
CC1C(=O)CC23CC1C(C)(C)C2CCC3C,earthy;woody,0,0,0,1,0,0,0,0,0,0,0,1
CCC(=O)OC1C=C(C)C2CC(=C(C)C)CC2C(C)C1,earthy;woody,0,0,0,1,0,0,0,0,0,0,0,1
COC1=C(C)CC(C)C1=O,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
CCC1CCC(=O)C1=O,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
COC(=O)c1ccc(O)c(C)c1O,phenolic;sweet,0,0,0,0,0,0,0,1,0,0,1,0
CC(=O)C1=C2CC3(C)CCC2(CC3)C(C)(C)CC1,woody,0,0,0,0,0,0,0,0,0,0,0,1
O=P([O-])([O-])O.[Mg+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
Cl.Cl.NC(CSSCC(N)C(=O)O)C(=O)O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CC=CC(C)(C)CC1=O,mint,0,0,0,0,0,1,0,0,0,0,0,0
C1CCSSC1,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
O=C(O)C1CCCN1,odorless,0,0,0,0,0,0,1,0,0,0,0,0
c1ccc(-c2ccc3ccccc3[o+]2)cc1,odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.O=C([O-])c1ccccn1.[Cr+3],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCCCC(CC)COC(=O)CCCCCC(C)C,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CCCC(C)C12CCC(C(C)(C)O)C2,spicy;woody,0,0,0,0,0,0,0,0,1,0,0,1
CC1=CC(=O)C23CC1C(C)(C)C2CCC3C,earthy;woody,0,0,0,1,0,0,0,0,0,0,0,1
CC1CCC(C(C)C)C2(C1)OCC(CO)O2,odorless,0,0,0,0,0,0,1,0,0,0,0,0
NC(CCC(=O)O)C(=O)O.NC(N)=NCCCC(N)C(=O)O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
Cl.NC(Cc1cnc[nH]1)C(=O)O.O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
NC(=O)CC(N)C(=O)O.O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCCCC(=O)C1=C(C)CCCC1(C)C,citrus;sweet,0,0,1,0,0,0,0,0,0,0,1,0
CC=Cc1cc(OC)c(O)c(OC)c1,spicy;sweet,0,0,0,0,0,0,0,0,1,0,1,0
C=C1C2CC3CC1C(O)C(C2)C3C,spicy;woody,0,0,0,0,0,0,0,0,1,0,0,1
NC(CCC(=O)[O-])C(=O)[O-].[Mg+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1CSSC1,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
OCC(O)C(O)CO,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCC1=CCC(=O)O1,spicy,0,0,0,0,0,0,0,0,1,0,0,0
CC1CCSCS1,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
CC1CC(C)SC(C)S1,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
CCOC(=O)CCCO,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
NCCC(=O)NC(Cc1cnc[nH]1)C(=O)O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=C([O-])O.[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=P([O-])(O)O.[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(=O)[O-].[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(=O)[O-].[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=C([O-])c1ccccc1.[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=[Cr]O[Cr]=O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
O.O.O=C1[N-]S(=O)(=O)c2ccccc21.[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCC1SSC(CC)S1,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
CC1(C)CC2C(C1)C1(C)CCCC2(C)C1O,earthy;spicy;woody,0,0,0,1,0,0,0,0,1,0,0,1
CC1=CCC(C(C)C)CC1=O,mint,0,0,0,0,0,1,0,0,0,0,0,0
C=C1CCCC2(C)CCC(=C(C)C)CC12,woody,0,0,0,0,0,0,0,0,0,0,0,1
CC12C=CC(CC1)C(C)(C)O2,citrus;mint,0,0,1,0,0,1,0,0,0,0,0,0
CC1CCSS1,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
CCCCc1ncc(C)nc1C,earthy;sweet,0,0,0,1,0,0,0,0,0,0,1,0
COc1ncc(CC(C)C)nc1C,woody,0,0,0,0,0,0,0,0,0,0,0,1
CC1=C(O)C(=O)C(C)(C)C1,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
CC1=CCC(C(C)C)c2cc(C)ccc21,woody,0,0,0,0,0,0,0,0,0,0,0,1
CC1SCSS1,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
CC1CSC(C)S1,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
C=CC(CCCCC)OC(=O)CC,earthy;woody,0,0,0,1,0,0,0,0,0,0,0,1
COc1nccs1,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
COc1nc(C)cnc1C,earthy,0,0,0,1,0,0,0,0,0,0,0,0
C=CCc1ccc(OC)c(O)c1,spicy,0,0,0,0,0,0,0,0,1,0,0,0
Cl.NC(CCC(=O)O)C(=O)O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=C([O-])[O-].[Mg+2].[OH-],odorless,0,0,0,0,0,0,1,0,0,0,0,0
C=CCC(O)C=CCCCCC,earthy;green;woody,0,0,0,1,1,0,0,0,0,0,0,1
CC1=NC(C(C)C)SC1,earthy;sulfurous;sweet,0,0,0,1,0,0,0,0,0,1,1,0
C=C(C)C1CCC(C)(C(=O)C2CCCC2=O)C1=C,earthy;woody,0,0,0,1,0,0,0,0,0,0,0,1
CCC(O)OC,odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=P([O-])([O-])[O-].[Al+3].[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,odorless,0,0,0,0,0,0,1,0,0,0,0,0
OCC(O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCC1OC=C(CO)C1=O,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
C=C1CCC2C13CCC(C)C(C3)C2(C)C,earthy;woody,0,0,0,1,0,0,0,0,0,0,0,1
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.Cl.O.O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
[Al+3].[Mg+2].[O-][Si]([O-])([O-])[O-],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CCC2(CC1)COC(C)OC2,green,0,0,0,0,1,0,0,0,0,0,0,0
CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CCC(=C(C)C)CCC(C)=CCC1,earthy;spicy;woody,0,0,0,1,0,0,0,0,1,0,0,1
CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,alcoholic,1,0,0,0,0,0,0,0,0,0,0,0
C=C1CCC2C(C3C(C)CCC13)C2(C)C,woody,0,0,0,0,0,0,0,0,0,0,0,1
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2=O,woody,0,0,0,0,0,0,0,0,0,0,0,1
C=CCc1ccc(OC(=O)C=Cc2ccccc2)c(OC)c1,spicy;sweet;woody,0,0,0,0,0,0,0,0,1,0,1,1
CC(=O)C=CC1=C(C)C(=O)CCC1(C)C,woody,0,0,0,0,0,0,0,0,0,0,0,1
C=CC=CC=CCC,green,0,0,0,0,1,0,0,0,0,0,0,0
CCC=CCCOC(=O)C#CCCCCCC,green,0,0,0,0,1,0,0,0,0,0,0,0
CC1=CC(=O)CC(C)(C)C1C=CC(C)O,spicy,0,0,0,0,0,0,0,0,1,0,0,0
CC(C#N)=Cc1ccccc1,spicy,0,0,0,0,0,0,0,0,1,0,0,0
O[B-]1(O)OO[B-](O)(O)OO1.[Na+].[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
NC(=O)N=NC(N)=O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCOC(=O)CCCSC,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
CC(=O)[O-].CC1=C(S)CCO1,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
CC(C=O)C1CCC(C)C1C(=O)O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(NC1C(C)(C)SC1(C)C)C(=O)NC(=O)C(N)CC(=O)O.CC(NC1C(C)(C)SC1(C)C)C(=O)NC(=O)C(N)CC(=O)O.O.O.O.O.O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
[Ca+2].[OH-].[OH-],odorless,0,0,0,0,0,0,1,0,0,0,0,0
Cl.O=[Bi],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(=O)O.O=CC(O)C(O)C(O)C(O)CO.[Na],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCCCC=CCOC(=O)CC(C)C,green;sweet,0,0,0,0,1,0,0,0,0,0,1,0
CC1=CCCC2(C)CCC(C(C)(C)O)CC12,sweet;woody,0,0,0,0,0,0,0,0,0,0,1,1
CC1=C(O)C(=O)CC1(C)C,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
Cc1ccoc1CC1OC1(C)C,citrus;earthy;green,0,0,1,1,1,0,0,0,0,0,0,0
CC(C)=CCC=C(C)CC=O,green,0,0,0,0,1,0,0,0,0,0,0,0
COc1ncc(C)nc1C,earthy,0,0,0,1,0,0,0,0,0,0,0,0
CCOC(=O)C(O)Cc1ccccc1,spicy,0,0,0,0,0,0,0,0,1,0,0,0
CSCC(C)=O,green;sweet,0,0,0,0,1,0,0,0,0,0,1,0
C=Cc1ncc(C)nc1CC,earthy,0,0,0,1,0,0,0,0,0,0,0,0
CC1=CC2C(=CC1O)C(C)CCC2C(C)C,spicy;woody,0,0,0,0,0,0,0,0,1,0,0,1
C=CC1(C)OC(C)(C)CCC1O,citrus;green;woody,0,0,1,0,1,0,0,0,0,0,0,1
CC1(C)CCCC2(C)C3CCC2(C)C(O)C31,woody,0,0,0,0,0,0,0,0,0,0,0,1
CC=CC=CC=CC=CCCCCCCO,spicy;sweet;woody,0,0,0,0,0,0,0,0,1,0,1,1
C=CC(C)(O)C=CC1=C(C)CCCC1(C)C,woody,0,0,0,0,0,0,0,0,0,0,0,1
CCC(O)C(C)=CC1(C)CC2C=CC1C2,spicy;sweet;woody,0,0,0,0,0,0,0,0,1,0,1,1
O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(O)C(=O)O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
COC(=O)c1ccccc1N=CC=Cc1ccccc1,spicy;sweet,0,0,0,0,0,0,0,0,1,0,1,0
C=C1CCCC2(C)CCC(CC(C)(C)O)CC12,spicy,0,0,0,0,0,0,0,0,1,0,0,0
CC(=O)OC1CC(C)=C2C(C=C(C)C(=O)O)CCC(C)C21,odorless,0,0,0,0,0,0,1,0,0,0,0,0
COC1OC(C(=O)O)C(OC2OC(C(=O)O)C(OC)C(O)C2O)C(O)C1O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1OC(C)C(=O)C1=O,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
O.O.O.O.[Fe].[Fe].[Fe],odorless,0,0,0,0,0,0,1,0,0,0,0,0
[Al+3].[Al+3].[O-2].[O-2].[O-2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1CCC(C(C)C)C(OC(=O)CCCC(=O)O)C1,mint,0,0,0,0,0,1,0,0,0,0,0,0
O=C(O)C=CC(=O)O.[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(C)CC(=O)C(C)O,earthy;sweet,0,0,0,1,0,0,0,0,0,0,1,0
Cc1ccc(C)c2c1CCC(C(C)(C)O)C2,woody,0,0,0,0,0,0,0,0,0,0,0,1
COc1ccc(C2CCc3ccc(O)cc3O2)cc1O,sweet,0,0,0,0,0,0,0,0,0,0,1,0
CCCC(C)(S)CO,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
CC1CCC(C(C)C)C2(C1)OC(=O)C(C)O2,mint,0,0,0,0,0,1,0,0,0,0,0,0
CC(C)C1CCC(C)C23CCC(C)(O)C2C13,mint;spicy,0,0,0,0,0,1,0,0,1,0,0,0
CC1CC(=O)C(C)(O)C12CC(C)(C)CC(C)(C)C2,woody,0,0,0,0,0,0,0,0,0,0,0,1
Cc1ccc(C=CC=O)o1,spicy;sweet,0,0,0,0,0,0,0,0,1,0,1,0
OCC1OC2OCC3OC(OC4C(O)C(CO)OC(OCC5OC(OC(C1O)C2O)C(O)C(O)C5O)C4O)C(O)C(O)C3O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(=O)C(O)CC(C)C,earthy;sweet,0,0,0,1,0,0,0,0,0,0,1,0
CCCCCC(=O)C(C)(O)C(C)=O,earthy,0,0,0,1,0,0,0,0,0,0,0,0
O=C1[N-]S(=O)(=O)c2ccccc21.[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCOC(=O)CCc1ccccc1O,spicy,0,0,0,0,0,0,0,0,1,0,0,0
CCOC(=O)CCC(O)C(=O)OCC,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
CC1CCC(C(C)C)C(OCCO)C1,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCOC(=O)OC1=C(C)OC(C)C1=O,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
O=P(=O)[O-].[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O.O.O.O=P([O-])([O-])O.[Mg+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O.O.O.O.O.O.O.O.OB1O[B-]2(O)OB(O)O[B-](O)(O1)O2.[Na+].[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=C([O-])C(O)C(O)C(O)C(O)CO.[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Al+3].[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCC(C)Cn1cccc1,green,0,0,0,0,1,0,0,0,0,0,0,0
CC1=C(C)CC2(COCOC2)C(C)C1,spicy,0,0,0,0,0,0,0,0,1,0,0,0
CCCCC(O)C(S)CCC,citrus;green;sweet,0,0,1,0,1,0,0,0,0,0,1,0
CC(C)CC(=O)C(S)C(C)C,citrus;green;sweet,0,0,1,0,1,0,0,0,0,0,1,0
Cc1ncc2c(n1)COC2,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
Cc1ncc2c(n1)C(C)OC2C,sweet,0,0,0,0,0,0,0,0,0,0,1,0
Cc1ncc2c(n1)C(C)OC2,burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
CC(C)Cn1cccc1,woody,0,0,0,0,0,0,0,0,0,0,0,1
O=C(O)CC(O)(CC(=O)O)C(=O)[O-].[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
[K+].[O-][I+2]([O-])[O-],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(O)C(=O)[O-].[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=C1OC(C(O)CO)C([O-])=C1O.[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
COc1cc(C=CC(=O)[O-])ccc1O.[Na+],phenolic;spicy;sweet;woody,0,0,0,0,0,0,0,1,1,0,1,1
CCOCCOC(C)C(=O)[O-].[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC(O)C(=O)[O-].[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=P([O-])(O)O.[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=C([O-])CC(O)C(=O)O.[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CC([O-])=NS(=O)(=O)O1.[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
NC(CCC(=O)[O-])C(=O)O.O.[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCCCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOC)C1OCC(OCCOC)C1OCCOC,alcoholic,1,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCC(=O)CC(=O)[O-].OCC(O)CO,odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1CCC(CCCC(=O)O)C1(C)C,sweet,0,0,0,0,0,0,0,0,0,0,1,0
O=C(O)C(O)C(O)C(O)C(O)CO.O=C(O)C(O)C(O)C(O)C(O)CO.[Fe],burnt;sweet,0,1,0,0,0,0,0,0,0,0,1,0
CC(C)=CCCC(C)C1OCC(C)O1,citrus;green,0,0,1,0,1,0,0,0,0,0,0,0
O=C(CCc1ccncc1)c1ccccc1O,sweet,0,0,0,0,0,0,0,0,0,0,1,0
C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,sweet,0,0,0,0,0,0,0,0,0,0,1,0
O=C([O-])C1OC(OC2C(C(=O)O)OC(OC3C(C(=O)[O-])OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O.[Ca+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1=C2N=C(C=C3N=C(C(C)=C4[N-]C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])OC4C(CO)OC(n5cnc6cc(C)c(C)cc65)C4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O.O.[Co+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
COCC1OC(OC2C(COC)OC(OC)C(OC)C2OC)C(OC)C(OC)C1OC,odorless,0,0,0,0,0,0,1,0,0,0,0,0
Cc1noc(C)c1Cn1cc(N2C(=O)N(Cc3cccc(O)c3)C(C)(C)C2=O)cn1,odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=C1OC(C(O)CO)C(O)=C1[O-].O=C1OC(C(O)CO)C(O)=C1[O-].[Ca+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O,citrus,0,0,1,0,0,0,0,0,0,0,0,0
O.O=C1OC(C(O)CO)C(O)=C1[O-].O=C1OC(C(O)CO)C(O)=C1[O-].[Ca+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CCC2(C)CCC1C2,green;woody,0,0,0,0,1,0,0,0,0,0,0,1
c1coc(COCc2cccs2)c1,green;woody,0,0,0,0,1,0,0,0,0,0,0,1
Cc1cc(SSCCC(C)C)c(C)o1,sulfurous,0,0,0,0,0,0,0,0,0,1,0,0
CC(=O)[O-].CC(=O)[O-].CCC(=O)c1ccc(F)c(C2CC2NC(=O)Nc2ccc(C#N)cn2)c1O.[Zn+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
C=C(C)C1CCC(C)CC1C(=O)NCC,mint,0,0,0,0,0,1,0,0,0,0,0,0
Cc1cc2occ(C)c2c2c1CCC(C)C2,sweet,0,0,0,0,0,0,0,0,0,0,1,0
O=C([O-])C1OC(OC2C(C(=O)[O-])OC(O)C(O)C2O)C(O)C(O)C1O.[K+].[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,odorless,0,0,0,0,0,0,1,0,0,0,0,0
Nc1nc2c(ncn2C2OC(COP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.[Na+].[Na+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1.[Ca+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.[Ca+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
Nc1nc2c(ncn2C2OC(COP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.[Ca+2],odorless,0,0,0,0,0,0,1,0,0,0,0,0
Nc1nc2c(ncn2C2OC(COP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.[K+].[K+],odorless,0,0,0,0,0,0,1,0,0,0,0,0
